3.652090583424207892e+00 3.683254113648408712e+00 3.700366852753745661e+00 3.789824533793780592e+00 3.434153814440790597e+00 3.289686382020501565e+00 2.974420715902284851e+00 2.115650956925891890e+00 -9.364712693052505699e-02 -5.064018093657897124e-01 -6.804814956488701716e-01 -4.241777614128480201e-01 -7.854677366852338416e-01 -5.939403113833102710e-01 -2.930111350749831090e-01 3.232011541279269373e+00
2.250215836401598057e+00 -2.791465746866689246e-01 1.851197756574283426e+00 2.801648216464033947e+00 3.394607383908591736e+00 3.153177548291038246e+00 2.739264126033395641e+00 3.369879506586767270e+00 4.034003322442975659e+00 4.219823193915595461e+00 4.420700099813620554e+00 4.390582599542661946e+00 4.026927127681053875e+00 3.983129771137229103e+00 3.920179596323211779e+00 3.723158037827533740e+00
1.659808534984187345e-01 8.704759796509617398e-02 4.210242728512931243e-01 2.332635282838844137e-01 1.975723719838653025e+00 2.772042278913090740e+00 3.126863408077297457e+00 3.786269842230202354e+00 4.416478069442751675e+00 4.544932584208280169e+00 4.604769388425717480e+00 4.594153159790483443e+00 4.262971427929586277e+00 4.110119206627130595e+00 3.828368483943726641e+00 3.970900951781882515e+00
1.728585765606431568e-01 1.798057455835456453e-01 3.834524399994135302e-01 3.025740198720182628e-01 2.482327389040393795e-01 1.940965761166112136e-01 1.504906134743872581e+00 2.810464661062963554e+00 3.765458089593709978e+00 3.785416111898119329e+00 3.686404729807395864e+00 3.691730426000989329e+00 3.948627696663995490e+00 3.684730735891804887e+00 3.595734650349698303e+00 3.219539530884741207e+00
1.733035712268767015e-01 1.390844055380327515e-01 2.703384705068246352e-01 2.214634323984361330e-01 2.476279002565918153e-01 4.824295612593869076e-01 5.617467727655582888e-01 3.999140078335580162e-01 2.078863108483922084e-01 -2.375238950129520965e-01 -1.715825130434124046e-01 3.362795063040402987e-01 3.156366860765397742e-01 -2.209604531095083479e-01 -2.559247751910557755e-01 -4.430862913955813109e-01
-1.448294031116866276e-01 -4.425044906554633228e-01 -1.113455264232492831e-01 8.062987747465909238e-03 -2.269296806775298464e-02 4.961515620036382468e-01 7.953458847167591550e-01 5.560772745930357974e-01 4.863805972115830545e-01 1.876174631283922811e-01 1.961707227447059831e-01 6.527603902218100940e-01 4.723090378589284710e-01 5.790474769846085806e-02 -1.083717604823206948e-01 -3.085196022152119633e-01
-7.070124062382485697e-01 -3.410345307716628471e-01 1.482402412462714425e-01 2.944523150576557891e-01 2.025196671764657175e-01 5.069753268322112483e-01 6.917036862699680322e-01 6.758591416398157525e-01 4.819443968016917101e-01 6.111636273236001893e-01 3.579769814718005705e-01 4.450521748199959271e-01 3.951187857801170544e-01 1.358646426266450335e-03 -1.308681857444839447e-01 -6.512745663800374729e-02
-4.115895040485165746e-01 -1.202736104801305217e-01 2.407525293610081885e-01 4.180772930448144464e-01 5.000290824710789117e-01 5.060034391822036959e-01 7.086552565009651694e-01 1.045174577692375095e+00 5.726776754449905971e-01 4.963551906138366498e-01 4.442899472782235182e-01 3.430630744785209130e-01 3.833904953881896449e-01 -3.664151110513633874e-02 8.647844149517980306e-02 1.560799737663558784e-01
-3.108211809437423923e-01 -7.880461313692430081e-02 2.998794549347478799e-01 6.109794522107728776e-01 7.929140658510511752e-01 5.844797546619376893e-01 5.837344214244922780e-01 8.944865903305169175e-01 6.395808945603096429e-01 7.970674584381383099e-01 8.119748049524049271e-01 5.367893574553167513e-01 1.192924463433048393e-01 -2.470225942136098918e-01 -3.770905905100945810e-01 -2.750412085576442456e-01
-6.088142021059838038e-01 -2.052878174920896304e-01 1.995057954095435793e-01 5.141390706071580219e-01 7.020401025778325588e-01 6.607411208070305131e-01 8.483682001189741806e-01 1.023379625992363984e+00 9.093716354746644859e-01 7.759790794316921980e-01 9.478818842673810696e-01 7.724234300938862541e-01 4.149042596329697297e-01 7.877209213676927835e-02 -1.309180492664524242e-01 -2.121280156107874793e-01
-3.907853967323863809e-01 2.139110047241965795e-01 3.906438897527717558e-01 5.966854200444599021e-01 5.392579169724073251e-01 6.731429139812790119e-01 4.523525339361671449e-01 8.100177829064887369e-01 8.961946271804727138e-01 1.014826419774007338e+00 8.744989725130096758e-01 8.847726915210714083e-01 7.314080306157531020e-01 4.347253620343968228e-01 1.855992298110035327e-02 -1.328340661835104020e-01
-5.475095346022791631e-02 2.640626379584135597e-01 1.763132635196264231e-01 6.255072985096037375e-01 5.001309559174877961e-01 2.176996242188615760e+00 3.167414891920769637e+00 3.783220803944056687e+00 4.104690731503526813e+00 4.150229047380247671e+00 3.765480351479431498e+00 3.579951687337368682e+00 3.177488422932882806e+00 2.665008953958324600e+00 2.603487480221525985e+00 2.520398790818451751e+00
-2.718057084128379652e-01 7.770728621009502513e-02 1.203850482264307714e-01 4.957588817095086031e-01 3.089337756214927122e+00 3.657732914910842403e+00 3.810165799146341126e+00 3.741486561947350076e+00 4.160819761588200549e+00 4.331978670833296796e+00 4.322361063696757988e+00 3.936828949100268371e+00 3.862708621740102988e+00 3.367139007132267547e+00 3.275690139818005164e+00 3.397890953451243590e+00
