3.469802738466208680e+00 3.637818725383877627e+00 3.671019003447890228e+00 3.676840167950266025e+00 3.723756672589311645e+00 3.804163942499474871e+00 3.984406636167779681e+00 3.729528611190569887e+00 3.492811710067996511e+00 3.437040738802009887e+00 3.381064597386691073e+00 3.402733760213504155e+00 3.303386163000210374e+00 2.492476941744534269e+00 2.048130761745888678e-02 6.267261174217146624e-02 -6.083426264867178995e-02 -3.271269276846520691e-01 -4.792381322494431162e-01 -7.088609753811661029e-01 -9.035227434725811024e-01 -6.723209427735233890e-01 -4.334952515107656779e-01 -5.497814508717355775e-01 -6.880952556816178900e-01 -7.519607582066438756e-01 -6.805755413295889733e-01 -2.751568967936562915e-01 -2.483201748139140241e-01 -1.563212869657290560e-01 2.299463107579064747e-01 2.938293453412251122e+00
3.642942700934564293e+00 3.825972660071988329e+00 3.770599259810042181e+00 3.607755183213351202e+00 3.630181889623285585e+00 3.632877622317878252e+00 3.834962986041953403e+00 3.563598991438579500e+00 3.424687598592080828e+00 3.378765885066669750e+00 3.250815480807717872e+00 3.094591768520600361e+00 2.872524170025618773e+00 3.060383154164004083e+00 2.878202417739559760e+00 2.588687271615140784e+00 -5.082334619682132154e-02 2.955702697576849391e-02 -3.269136357368782053e-01 -5.481206199257139255e-01 -5.784023167410121680e-01 -5.995901738784353840e-01 -3.625592684358711626e-01 -3.623741694740039154e-01 -7.155759938527532782e-01 -1.019593387273494578e+00 -7.971667612166482009e-01 -7.088555940895111540e-01 -4.827282523828242411e-01 -3.125714547809409494e-01 3.266937772661791861e+00 4.006409487996082319e+00
3.144442715115031817e+00 2.590989641610439431e+00 -6.020733828313514779e-01 -4.837873998367494544e-01 2.081230155265266113e+00 2.742769532434086166e+00 3.231347750781044859e+00 3.416276460239306978e+00 3.357942357379676057e+00 3.296676004151115169e+00 3.312669957388355346e+00 2.961541745793621949e+00 2.671519294450964477e+00 2.788443745065303236e+00 3.325700287456910598e+00 3.349520198275961480e+00 3.630719795466271993e+00 3.934707791219923312e+00 3.969217174802565751e+00 4.130320897957193260e+00 4.181742752557513931e+00 4.389728551673846901e+00 4.311556735096791826e+00 4.419542312553385699e+00 3.770723112407045274e+00 3.385540501759410681e+00 3.473694764529370094e+00 3.462885628019681583e+00 3.389209851157136022e+00 4.084286899755299238e+00 3.604403070455258540e+00 3.686659077497756343e+00
-5.770720890481481069e-01 -1.650086267295982623e-01 -9.216381477635511577e-02 -5.167107199412358798e-02 -3.203783947941475641e-02 -4.391165161406631462e-02 -1.134828449361270225e-01 2.221898052367273113e+00 3.201006290259066578e+00 3.661042851389755715e+00 3.392000974453787787e+00 2.840824066715459395e+00 2.768420872941051325e+00 2.724664192548092778e+00 3.341170417294076156e+00 3.457589869479295697e+00 4.059019201147559208e+00 4.371240184287974451e+00 4.341701952998995750e+00 4.383359183941054837e+00 4.461843277699319543e+00 4.603893849675924521e+00 4.388839191434707132e+00 4.437793175284002523e+00 4.442718439649296691e+00 4.195728213329553924e+00 4.411072051219742995e+00 4.222691484803871909e+00 4.169418389315336704e+00 3.869492878670248270e+00 3.733137125095662867e+00 3.852242737304394371e+00
4.453849378553556559e-02 3.639242665744997773e-01 6.420116540062502375e-02 1.697106779396767295e-01 4.599781025627757702e-01 2.957081248266287821e-01 5.161233145130513650e-02 1.847366414649594946e-01 2.689876919115891107e-01 3.213425450917536175e+00 3.364590858955768482e+00 3.104378379424113987e+00 2.965486806543562448e+00 3.207964885524532850e+00 3.634222495559557231e+00 3.945651003357453224e+00 4.400860683446842891e+00 4.426255461299175131e+00 4.400765632795244464e+00 4.495932741809850697e+00 4.676272496581303173e+00 4.583826418368364131e+00 4.571603372797684806e+00 4.658267985790849330e+00 4.364673324836200408e+00 4.223968057030488943e+00 4.206949088908908507e+00 4.110119811703188297e+00 3.829038478307590143e+00 3.741498281579339835e+00 4.007105559160674346e+00 3.997663760058379090e+00
6.329864177998135999e-02 1.590073717926774877e-01 -1.980009281863052972e-02 1.241016380172470512e-01 4.474386377029890283e-01 4.710453538971806076e-01 4.545118240419606659e-01 1.985094887467061808e-01 3.377775483616534680e-01 2.411952248735391990e-01 -2.282658822666030762e-01 2.480907607072977861e+00 3.116779505540569595e+00 3.198793998751267686e+00 3.622846782200090932e+00 3.898737148322424240e+00 4.269937640345186303e+00 4.549241585864614024e+00 4.582789095218427811e+00 4.679020480646150837e+00 4.585655713333618877e+00 4.569697359121661862e+00 4.617998009316080399e+00 4.523678343139780011e+00 4.295655708728697952e+00 4.155358207199399523e+00 4.139278146113849921e+00 3.969405773511030411e+00 3.841020489809280569e+00 3.895841427475846164e+00 3.910313010469140593e+00 3.965684250227853536e+00
8.746197542562098026e-02 3.071857123104092535e-01 1.450547900446015614e-01 7.654777384538825891e-02 3.261801389612261626e-01 4.137510246803694502e-01 4.503406555427666436e-01 3.168707608118284669e-01 2.727072606722950043e-01 2.803500881430190383e-01 1.639090894157145539e-01 -2.091377162343120016e-02 -2.184052125439591707e-01 2.685038071405382532e+00 3.006715998226681563e+00 3.788921981560592567e+00 4.337652760611928393e+00 4.550055890234686373e+00 4.496574403536159892e+00 4.440654677429323627e+00 4.418256574145047466e+00 4.322978029453696358e+00 4.261020643547009712e+00 4.160827162872246632e+00 3.961503689125732031e+00 3.922088441079095045e+00 3.893181289458130578e+00 4.061404097003441294e+00 3.909043042545860658e+00 3.900581785893062925e+00 3.944070172344138037e+00 3.626819964651832429e+00
1.031980983189910613e-02 2.572933441081522998e-01 2.807633011324368599e-01 2.055028363712611272e-01 3.274635824867855316e-01 4.598125414642339481e-01 2.615222994116254696e-01 1.593717223941427674e-01 1.974886595470629891e-01 2.402640163802965134e-01 2.596264552551877935e-01 3.386112594859541636e-01 2.208884340554976289e-01 2.663410172342238758e-01 1.453929720986762986e-01 -1.227826079458300690e-01 -1.935415799028842587e-01 -2.950419614705699911e-01 -1.235602799738376306e-01 -2.326036491738040501e-01 -3.631018426871356897e-01 -6.076987272187934774e-01 -7.939597868738183795e-02 3.199745931919870667e+00 4.029126876142500535e+00 3.875414842916315106e+00 3.151943935618623183e+00 3.361541506769694987e+00 3.123208770214668917e+00 3.168351260522612289e+00 2.336806171137512766e+00 -6.994274559417783532e-01
3.363147421383754776e-01 1.001015614859700892e-01 1.589498073554294344e-01 3.708684177404532045e-01 2.739284785410659451e-01 4.441231690152785405e-01 3.512964877976633149e-01 1.835951527869001121e-01 1.700794166801530560e-01 3.552827966370082358e-01 3.255744403391697683e-01 6.211680618636138407e-01 6.011819334745842625e-01 4.136505193972095928e-01 3.756375921655041306e-01 2.922978682421578100e-01 1.726385617497470382e-01 5.470175815381742718e-02 -1.820401439193999327e-01 -4.055308039013256205e-01 -5.174965460253047045e-01 -1.820012865475362507e-01 8.037236966662418417e-04 3.269297087753244568e-01 2.528721853966797717e-01 1.021193137190833239e-01 -2.925015841887119716e-01 -4.477100244621871061e-01 -4.936367833930478399e-01 -2.499435092106881140e-01 -3.970731320355715965e-01 -4.102272228890588290e-01
2.486006439909810295e-01 -3.085546600661917896e-02 -6.311198407101963059e-02 3.611449839065013906e-02 1.786190317473540234e-01 1.585608320968009410e-01 1.673341020305862126e-01 1.714455151171981051e-01 8.297329621033740221e-02 3.544783964364939255e-01 4.899137456475143315e-01 4.712029768730785495e-01 7.289032253238824088e-01 4.734505802146110609e-01 5.126594477024385421e-01 4.065568271513258503e-01 3.599919364271900180e-01 2.201895226782046300e-01 -7.280892069958520840e-02 -3.224902857142739054e-01 -2.069343554763041493e-01 1.192388555843466452e-01 2.662840599062226143e-01 6.451678796523715453e-01 6.401928331399715510e-01 1.760076270238551677e-01 -2.250026017976045067e-02 -1.698889364113388423e-01 -2.260086793021320317e-01 -9.448386581395465389e-02 -4.602184884874578330e-01 -5.086993139228196403e-01
